,Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
30,0.0,Fri Sep 28 20:16:14 +0000 2018,1.0,0.0,0.0,CBS,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",31
31,0.0,Fri Sep 28 17:52:41 +0000 2018,1.0,0.0,0.0,CBS,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",32
32,0.0,Fri Sep 28 16:51:50 +0000 2018,1.0,0.0,0.0,CBS,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",33
33,0.0,Thu Sep 27 20:19:18 +0000 2018,1.0,0.0,0.0,CBS,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,34
34,0.0,Thu Sep 27 20:01:53 +0000 2018,1.0,0.0,0.0,CBS,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,35
35,0.0,Thu Sep 27 17:19:16 +0000 2018,1.0,0.0,0.0,CBS,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",36
36,-0.34,Thu Sep 27 16:58:08 +0000 2018,0.581,0.25,0.169,CBS,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,37
37,0.0,Thu Sep 27 00:44:13 +0000 2018,1.0,0.0,0.0,CBS,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,38
38,0.0,Thu Sep 27 00:42:15 +0000 2018,1.0,0.0,0.0,CBS,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,39
39,0.1139,Wed Sep 26 21:49:27 +0000 2018,0.929,0.0,0.071,CBS,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,40
40,0.6249,Wed Sep 26 19:57:54 +0000 2018,0.779,0.0,0.221,CBS,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",41
41,0.0,Wed Sep 26 17:25:43 +0000 2018,1.0,0.0,0.0,CBS,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",42
42,-0.2714,Tue Sep 25 21:10:56 +0000 2018,0.764,0.138,0.098,CBS,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",43
43,-0.2263,Tue Sep 25 20:31:45 +0000 2018,0.909,0.091,0.0,CBS,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",44
44,0.0,Tue Sep 25 19:54:26 +0000 2018,1.0,0.0,0.0,CBS,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,45
45,0.7901,Tue Sep 25 19:45:33 +0000 2018,0.709,0.0,0.291,CBS,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,46
46,0.0,Tue Sep 25 18:34:26 +0000 2018,1.0,0.0,0.0,CBS,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",47
47,0.0,Tue Sep 25 18:05:31 +0000 2018,1.0,0.0,0.0,CBS,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",48
48,0.0,Mon Sep 24 18:56:15 +0000 2018,1.0,0.0,0.0,CBS,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",49
49,-0.2263,Sun Sep 23 23:24:03 +0000 2018,0.913,0.087,0.0,CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",50
50,0.0,Sun Sep 23 14:00:00 +0000 2018,1.0,0.0,0.0,CBS,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,51
51,0.296,Fri Sep 21 19:18:00 +0000 2018,0.758,0.098,0.144,CBS,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",52
52,-0.1531,Fri Sep 21 17:46:26 +0000 2018,0.714,0.162,0.123,CBS,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,53
53,0.296,Thu Sep 20 23:17:19 +0000 2018,0.891,0.0,0.109,CBS,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",54
54,0.7896,Thu Sep 20 21:38:21 +0000 2018,0.788,0.0,0.212,CBS,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,55
55,0.0,Thu Sep 20 16:47:26 +0000 2018,1.0,0.0,0.0,CBS,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,56
56,-0.0531,Wed Sep 19 19:07:37 +0000 2018,0.588,0.236,0.176,CBS,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,57
57,0.6486,Tue Sep 18 17:04:20 +0000 2018,0.791,0.0,0.209,CBS,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,58
58,0.9642,Mon Sep 17 22:01:52 +0000 2018,0.473,0.0,0.527,CBS,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",59
59,0.0,Mon Sep 17 21:41:20 +0000 2018,1.0,0.0,0.0,CBS,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,60
60,0.3612,Mon Sep 17 19:18:37 +0000 2018,0.737,0.0,0.263,CBS,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,61
61,-0.2263,Sun Sep 16 23:48:59 +0000 2018,0.909,0.091,0.0,CBS,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",62
62,0.0,Sun Sep 16 14:33:46 +0000 2018,1.0,0.0,0.0,CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,63
63,-0.4322,Sat Sep 15 16:00:01 +0000 2018,0.771,0.159,0.07,CBS,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",64
64,-0.2481,Fri Sep 14 18:22:59 +0000 2018,0.598,0.233,0.17,CBS,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",65
65,0.0,Thu Sep 13 20:52:06 +0000 2018,1.0,0.0,0.0,CBS,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,66
66,0.0,Thu Sep 13 20:28:06 +0000 2018,1.0,0.0,0.0,CBS,This just in... https://t.co/QG3OYF6Rfv,67
67,0.4753,Thu Sep 13 18:06:49 +0000 2018,0.699,0.083,0.218,CBS,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,68
68,0.0,Mon Sep 10 17:06:16 +0000 2018,1.0,0.0,0.0,CBS,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",69
69,-0.2263,Sun Sep 09 23:36:09 +0000 2018,0.917,0.083,0.0,CBS,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",70
70,0.6705,Sun Sep 09 14:00:00 +0000 2018,0.744,0.0,0.256,CBS,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,71
71,0.4215,Sat Sep 08 16:20:43 +0000 2018,0.851,0.0,0.149,CBS,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,72
72,0.0,Sat Sep 08 00:00:00 +0000 2018,1.0,0.0,0.0,CBS,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,73
73,-0.5411,Fri Sep 07 23:15:09 +0000 2018,0.712,0.196,0.092,CBS,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",74
74,0.0,Fri Sep 07 21:50:51 +0000 2018,1.0,0.0,0.0,CBS,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,75
75,-0.296,Thu Sep 06 22:10:49 +0000 2018,0.879,0.121,0.0,CBS,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,76
76,0.4753,Thu Sep 06 19:00:01 +0000 2018,0.808,0.0,0.192,CBS,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,77
77,0.0,Wed Sep 05 21:00:00 +0000 2018,1.0,0.0,0.0,CBS,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,78
78,0.3612,Wed Sep 05 17:32:40 +0000 2018,0.889,0.0,0.111,CBS,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,79
79,0.6908,Wed Sep 05 16:48:09 +0000 2018,0.467,0.0,0.533,CBS,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",80
80,0.4215,Tue Sep 04 20:34:26 +0000 2018,0.865,0.0,0.135,CBS,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,81
81,0.6514,Sat Sep 01 15:25:34 +0000 2018,0.829,0.0,0.171,CBS,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,82
82,0.0,Fri Aug 31 21:26:49 +0000 2018,1.0,0.0,0.0,CBS,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",83
83,0.0,Fri Aug 31 18:01:01 +0000 2018,1.0,0.0,0.0,CBS,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",84
84,-0.6908,Thu Aug 30 19:45:51 +0000 2018,0.761,0.239,0.0,CBS,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",85
85,0.6239,Thu Aug 30 15:32:47 +0000 2018,0.83,0.0,0.17,CBS,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,86
86,0.0,Mon Aug 27 23:36:57 +0000 2018,1.0,0.0,0.0,CBS,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",87
87,-0.4389,Fri Aug 24 20:30:16 +0000 2018,0.888,0.112,0.0,CBS,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,88
88,0.0,Wed Aug 22 20:55:25 +0000 2018,1.0,0.0,0.0,CBS,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",89
89,0.0,Wed Aug 22 20:10:12 +0000 2018,1.0,0.0,0.0,CBS,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",90
90,0.5423,Mon Aug 20 21:59:56 +0000 2018,0.829,0.0,0.171,CBS,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,91
91,0.3182,Fri Aug 17 17:42:02 +0000 2018,0.887,0.0,0.113,CBS,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",92
92,0.0,Thu Aug 16 18:40:09 +0000 2018,1.0,0.0,0.0,CBS,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,93
93,-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.72,0.188,0.092,CBS,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,94
94,0.0,Sun Aug 12 23:30:02 +0000 2018,1.0,0.0,0.0,CBS,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,95
95,0.4389,Sun Aug 12 15:04:59 +0000 2018,0.874,0.0,0.126,CBS,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,96
96,-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.897,0.103,0.0,CBS,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,97
97,0.4926,Sat Aug 11 15:00:02 +0000 2018,0.856,0.0,0.144,CBS,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,98
98,0.8957,Fri Aug 10 22:28:55 +0000 2018,0.581,0.0,0.419,CBS,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",99
99,0.0,Fri Aug 10 19:59:14 +0000 2018,1.0,0.0,0.0,CBS,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",100
0,0.0,Sat Oct 06 15:30:14 +0000 2018,1.0,0.0,0.0,CNN,"First lady Melania Trump: ""Glad"" both Brett Kavanaugh and Christine Blasey Ford were heard https://t.co/BTcWSzRquT https://t.co/nCFG6sMG06",1
1,0.0,Sat Oct 06 15:11:44 +0000 2018,1.0,0.0,0.0,CNN,How Casper drove Mattress Firm into bankruptcy https://t.co/aLXD2SFkO0,2
2,0.0,Sat Oct 06 15:00:47 +0000 2018,1.0,0.0,0.0,CNN,"Interpol says it has asked Chinese authorities for information about the agency's president, Meng Hongwei, who was… https://t.co/ZqRHagCIsf",3
3,0.0,Sat Oct 06 14:50:14 +0000 2018,1.0,0.0,0.0,CNN,Where women are turning toward Democrats. And where they're not. https://t.co/5pGBoJHTde https://t.co/6DsehTYTK4,4
4,-0.4019,Sat Oct 06 14:38:57 +0000 2018,0.57,0.247,0.183,CNN,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/75p6C7uZyv",5
5,0.0,Sat Oct 06 14:30:04 +0000 2018,1.0,0.0,0.0,CNN,"3,000 items from the personal collection of Neil Armstrong, the first man to walk on the moon, go up for auction ne… https://t.co/U3Iujoce2r",6
6,0.5574,Sat Oct 06 14:22:16 +0000 2018,0.854,0.0,0.146,CNN,"RT @CNNPolitics: First lady Melania Trump says Brett Kavanaugh is ""highly qualified"" for the Supreme Court. Trump added that she is ""glad""…",7
7,-0.3384,Sat Oct 06 14:01:08 +0000 2018,0.888,0.112,0.0,CNN,"President Trump's older sister, Judge Maryanne Trump Barry, has kept a very low profile since he ran for office. Bu… https://t.co/V66r1nOsY7",8
8,-0.0258,Sat Oct 06 13:31:00 +0000 2018,0.642,0.209,0.15,CNN,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/mNZgfPOVTU https://t.co/0WXB6iqKhH",9
9,0.5719,Sat Oct 06 13:30:09 +0000 2018,0.837,0.0,0.163,CNN,The commercial success of virtual reality may depend on being able to make real human connections on VR platforms.… https://t.co/nantNaBe5f,10
10,0.0,Sat Oct 06 13:00:06 +0000 2018,1.0,0.0,0.0,CNN,Banksy painting 'self-destructs' moments after being sold for $1.4 million at auction https://t.co/7vZCtzefGO https://t.co/rNMsnCQgfw,11
11,0.4927,Sat Oct 06 12:31:00 +0000 2018,0.856,0.0,0.144,CNN,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/7qZ8xaAfqB,12
12,0.4588,Sat Oct 06 12:00:20 +0000 2018,0.85,0.0,0.15,CNN,What happens when your son defies traditional gender labels? @lisaling talks about acceptance with @prince_ej and h… https://t.co/la5im7JKu3,13
13,0.4404,Sat Oct 06 11:31:00 +0000 2018,0.868,0.0,0.132,CNN,"A rock that was used as a doorstop for the past 30 years turned out to be a meteorite valued at $100,000… https://t.co/BdDez94eAM",14
14,-0.2023,Sat Oct 06 11:01:04 +0000 2018,0.886,0.114,0.0,CNN,"High-population cities have longer-lasting flu seasons, while lower-population cities have shorter but more intense… https://t.co/OY9GxhD080",15
15,0.0,Sat Oct 06 10:31:00 +0000 2018,1.0,0.0,0.0,CNN,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/DNH2kUPEhv",16
16,0.2732,Sat Oct 06 10:01:06 +0000 2018,0.909,0.0,0.091,CNN,"Albert Einstein's famous ""God Letter"" is expected to fetch at least $1 million when it goes up for auction in Decem… https://t.co/LLFIO0tJN2",17
17,0.0,Sat Oct 06 09:31:00 +0000 2018,1.0,0.0,0.0,CNN,Germany's Bayern Munich is exploring the relationship between crowd noise and on-pitch performance. Using acoustic… https://t.co/KFBfMs6PGS,18
18,-0.4019,Sat Oct 06 09:01:02 +0000 2018,0.57,0.247,0.183,CNN,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/lDBxOcKFZJ",19
19,0.0,Sat Oct 06 08:31:00 +0000 2018,1.0,0.0,0.0,CNN,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers,… https://t.co/W0jB5i9vwL",20
20,0.6705,Sat Oct 06 08:01:19 +0000 2018,0.542,0.148,0.31,CNN,This woman is being hailed as a hero after confronting another woman who was criticizing two friends for speaking S… https://t.co/hbQAR3WSJL,21
21,0.0,Sat Oct 06 07:46:03 +0000 2018,1.0,0.0,0.0,CNN,"Christine Blasey Ford's sister-in-law on Sens. Joe Manchin and Susan Collins' remarks about Ford: ""I think they're… https://t.co/ddv4o3lMOy",22
22,0.0,Sat Oct 06 07:31:00 +0000 2018,1.0,0.0,0.0,CNN,"At 106 (and 1/2), this doctor isn't slowing down https://t.co/l59QWAFkfX https://t.co/DrxCBCGDaO",23
23,-0.128,Sat Oct 06 07:16:04 +0000 2018,0.927,0.073,0.0,CNN,"Ford is cutting staff as it transforms its business.

The second largest US automaker said it was reorganizing its… https://t.co/EqyxZOhqPT",24
24,0.0,Sat Oct 06 07:01:03 +0000 2018,1.0,0.0,0.0,CNN,Christine Blasey Ford is on the cover of this week's Time magazine. But it's not a photograph of Ford; it's an illu… https://t.co/1rdp9gwXNM,25
25,-0.2263,Sat Oct 06 06:46:03 +0000 2018,0.853,0.147,0.0,CNN,NFL settles lawsuit with family of legendary linebacker Junior Seau https://t.co/QVhlhWlxQD https://t.co/1vVTfffh9z,26
26,0.0,Sat Oct 06 06:31:00 +0000 2018,1.0,0.0,0.0,CNN,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/k27fr1VBNV",27
27,0.4404,Sat Oct 06 06:16:02 +0000 2018,0.873,0.0,0.127,CNN,A 22-pound rock that has been propping open a door in Michigan for decades turns out to be a meteorite valued at $1… https://t.co/rPFACuLwGH,28
28,0.0,Sat Oct 06 06:01:01 +0000 2018,1.0,0.0,0.0,CNN,"Luxury tourism is on the rise in Tulum, Mexico. But the beaches there are also home to nesting sea turtles, which a… https://t.co/duPw4RNMr1",29
29,0.4215,Sat Oct 06 05:46:06 +0000 2018,0.865,0.0,0.135,CNN,The FDA has revoked the use of seven food additives after environmentalists and food safety experts presented data… https://t.co/IBcJ0KwGhl,30
30,0.5994,Sat Oct 06 05:31:00 +0000 2018,0.804,0.0,0.196,CNN,Hershey has a super secret chocolate lab where all its products get dreamed up. Go inside: https://t.co/qarEkoIhZa https://t.co/enN7FV8EPx,31
31,-0.0258,Sat Oct 06 05:16:06 +0000 2018,0.642,0.209,0.15,CNN,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/3mpdyXpZAk https://t.co/ybmPeEgs8r",32
32,0.25,Sat Oct 06 05:01:08 +0000 2018,0.905,0.0,0.095,CNN,A man's vision changed dramatically after he took a gulp of a drug he bought online that is commonly used to treat… https://t.co/kOB4cqVpSL,33
33,-0.0274,Sat Oct 06 04:46:04 +0000 2018,0.737,0.111,0.152,CNN,"Vitamin D supplements do not improve bone mineral density or prevent fractures or falls in adults, a large study fi… https://t.co/trVIqTQpfI",34
34,0.0,Sat Oct 06 04:31:00 +0000 2018,1.0,0.0,0.0,CNN,"An 8-year-old girl drew a pre-Viking-era sword from a Swedish lake, prompting locals to name her the ""Queen of Swed… https://t.co/vSd9l1qMLO",35
35,0.8591,Sat Oct 06 04:16:08 +0000 2018,0.689,0.0,0.311,CNN,The 2018 Nobel Peace Prize has been awarded to Denis Mukwege and Nadia Murad for their efforts to end the use of se… https://t.co/DE5E6ebpJN,36
36,0.0,Sat Oct 06 04:01:05 +0000 2018,1.0,0.0,0.0,CNN,A financial disclosure from Donald Trump's sister led to The New York Times report on his taxes… https://t.co/a6LcrLExvd,37
37,0.296,Sat Oct 06 03:49:35 +0000 2018,0.522,0.223,0.255,CNN,"RT @CNNTonight: ""I'm grieving for the loss of truth and justice in our system, for the undermining of the Supreme Court process and also fo…",38
38,0.5719,Sat Oct 06 03:46:02 +0000 2018,0.829,0.0,0.171,CNN,Friday night lights shine as a Georgia high school wins its first football game since teammate Dylan Thomas' death… https://t.co/6Mj1tCv79A,39
39,-0.34,Sat Oct 06 03:31:04 +0000 2018,0.87,0.13,0.0,CNN,"Authorities have been saying a vehicle somehow started California's Ferguson Fire. 

Now, the US Forest Service say… https://t.co/dqkJD6Lv6J",40
40,-0.6418,Sat Oct 06 03:22:32 +0000 2018,0.624,0.258,0.118,CNN,"RT @CNNTonight: CNN's @DonLemon: ""The fight over Supreme Court nominee Brett Kavanaugh has been so brutal that nobody's really coming out o…",41
41,0.6486,Sat Oct 06 03:21:00 +0000 2018,0.73,0.0,0.27,CNN,"CNN Business went inside Amazon HQ to see how Amazon uses AI to improve customer experiences, from cashier-less sto… https://t.co/WSVmJSQ8FT",42
42,0.0,Sat Oct 06 03:12:41 +0000 2018,1.0,0.0,0.0,CNN,"Before it was used by celebrities and politicians, Twitter was nothing more than an idea sketched on Jack Dorsey's… https://t.co/BtczZGnrMP",43
43,0.8442,Sat Oct 06 03:01:02 +0000 2018,0.542,0.083,0.375,CNN,Supreme Court Justice Elena Kagan expressed concern over the court's lack of a swing vote with Justice Anthony Kenn… https://t.co/y6gv8zhE6b,44
44,-0.1406,Sat Oct 06 02:46:05 +0000 2018,0.916,0.084,0.0,CNN,"From a very young age, future K-pop idols follow a rigorous training regime, but only a few aspiring superstars mak… https://t.co/Ld9DFzDfj4",45
45,0.7906,Sat Oct 06 02:36:14 +0000 2018,0.708,0.0,0.292,CNN,"Justice Elena Kagan expresses concern as to whether the US Supreme Court will have a ""middle position"" going forwar… https://t.co/qB51s9FTom",46
46,0.6705,Sat Oct 06 02:31:18 +0000 2018,0.542,0.148,0.31,CNN,This woman is being hailed as a hero after confronting another woman who was criticizing two friends for speaking S… https://t.co/YvdfBuahlS,47
47,0.0,Sat Oct 06 02:27:48 +0000 2018,1.0,0.0,0.0,CNN,How the Democrats got outplayed on Kavanaugh | By Julian Zelizer via @CNNOpinion https://t.co/DDeb334HSc https://t.co/HkG8tUCwVP,48
48,0.1027,Sat Oct 06 02:26:06 +0000 2018,0.787,0.098,0.114,CNN,"RT @CuomoPrimeTime: ""I always thought there was hope. That's why I was fighting. ... When I spoke with Senator Flake, I did not think that…",49
49,0.4215,Sat Oct 06 02:16:19 +0000 2018,0.872,0.0,0.128,CNN,The FDA has approved the use of a human papillomavirus vaccine called Gardasil 9 for men and women between the ages… https://t.co/upmevwjuJN,50
50,0.0772,Sat Oct 06 02:15:39 +0000 2018,0.929,0.0,0.071,CNN,"RT @AC360: ""C'mon Carrie, be realistic."" 
@JeffreyToobin challenges @JCNSeverino on the goals, and potential implications, of adding Judge…",51
51,0.3182,Sat Oct 06 02:07:13 +0000 2018,0.892,0.0,0.108,CNN,"Sen. Lisa Murkowski said she remains a ""no"" on Supreme Court nominee Brett Kavanaugh but will vote ""present"" for Sa… https://t.co/HhvrujSjD7",52
52,-0.3412,Sat Oct 06 01:54:03 +0000 2018,0.897,0.103,0.0,CNN,"Juror after juror said Jason Van Dyke was not a good witness. He was rehearsed, some said. He was not believable, s… https://t.co/xkb34pO9St",53
53,0.0,Sat Oct 06 01:47:41 +0000 2018,1.0,0.0,0.0,CNN,"RT @OutFrontCNN: Democratic nominee Ayanna Pressley says Brett Kavanaugh's confirmation is a ""permanent black eye"" on the Senate and believ…",54
54,-0.25,Sat Oct 06 01:47:32 +0000 2018,0.909,0.091,0.0,CNN,"RT @AC360: In a sit-down interview with @DanaBashCNN, Dr. Ford's lawyers address the accusation that her testimony was designed simply to c…",55
